"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ABB","ABB Ltd","19.1","40717448874.6","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/abb",
"ABIL","Ability Inc.","2.28","8355463.56","n/a","2014","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/abil",
"ACCO","Acco Brands Corporation","6.7","688355621.5","n/a","n/a","Consumer Durables","Publishing","https://www.nasdaq.com/symbol/acco",
"AYI","Acuity Brands, Inc. ","115.77","4641114759.69","n/a","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/ayi",
"AMSC","American Superconductor Corporation","11.64","248677576.92","n/a","1991","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/amsc",
"CRMT","America&#39;s Car-Mart, Inc.","71.7","485829377.1","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/crmt",
"AME","AMTEK, Inc.","69.17","16055461783.24","n/a","n/a","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/ame",
"APHA","Aphria Inc.","5.43","1356209229.27","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/apha",
"AIT","Applied Industrial Technologies, Inc.","55.66","2157081648.26","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/ait",
"ARD","Ardagh Group S.A.","11.24","2656012000","n/a","2017","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/ard",
"ABG","Asbury Automotive Group Inc","66.94","1312130903.18","n/a","2002","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/abg",
"ASH","Ashland Global Holdings Inc.","70.66","4415344704.08","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/ash",
"ACB","Aurora Cannabis Inc.","5.54","5520879471.14","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/acb",
"AN","AutoNation, Inc.","33.74","3034075910.6","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/an",
"AVY","Avery Dennison Corporation","89.17","7731952814.16","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/avy",
"AZZ","AZZ Inc.","41.98","1093589159.16","n/a","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/azz",
"BLL","Ball Corporation","46.65","15823269806.55","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/bll",
"BSET","Bassett Furniture Industries, Incorporated","19.72","209789425.48","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/bset",
"BMS","Bemis Company, Inc.","46.25","4209535093.75","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/bms",
"BLNK","Blink Charging Co.","1.96","50410386.6","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/blnk",
"BLNKW","Blink Charging Co.","0.5","0","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/blnkw",
"BRC","Brady Corporation","41.05","2154126212.45","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/brc",
"CWH","Camping World Holdings, Inc.","14.46","1269405587.1","n/a","2016","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cwh",
"CGC","Canopy Growth Corporation","29.37","10065906586.89","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cgc",
"KMX","CarMax Inc","60.26","10522676103.18","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/kmx",
"CVNA","Carvana Co.","32.77","0","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cvna",
"CASY","Caseys General Stores, Inc.","131.67","4819846975.02","n/a","1983","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/casy",
"CENT","Central Garden & Pet Company","31.93","1845966567.53","n/a","1993","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","29.12","1683512259.52","n/a","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/centa",
"CTHR","Charles & Colvard Ltd.","0.8662","18708247.3678","n/a","1997","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/cthr",
"CCF","Chase Corporation","95.7","899784223.8","n/a","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/ccf",
"CJJD","China Jo-Jo Drugstores, Inc.","2.31","66843957.18","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cjjd",
"CDXC","ChromaDex Corporation","2.88","158695153.92","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cdxc",
"CLX","Clorox Company (The)","156.74","20008189683.78","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/clx",
"CMSS","CM Seven Star Acquisition Corporation","10.11","266126460.12","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmss",
"CMSSR","CM Seven Star Acquisition Corporation","0.44","0","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmssr",
"CMSSU","CM Seven Star Acquisition Corporation","10.5","0","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmssu",
"CMSSW","CM Seven Star Acquisition Corporation","0.29","0","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmssw",
"CODI","Compass Diversified Holdings","13.29","796071000","n/a","2006","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/codi",
"CTB","Cooper Tire & Rubber Company","31.2","1562226775.2","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ctb",
"CPRT","Copart, Inc.","47.19","11043190501.2","n/a","1994","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cprt",
"CRON","Cronos Group Inc.","11.12","1987148959.52","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cron",
"CCK","Crown Holdings, Inc.","45.21","6111947450.07","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/cck",
"CYAN","Cyanotech Corporation","3.4211","19965915.921","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cyan",
"DAKT","Daktronics, Inc.","8","358884344","n/a","1994","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dakt",
"DLX","Deluxe Corporation","40.41","1871252494.29","n/a","n/a","Consumer Durables","Publishing","https://www.nasdaq.com/symbol/dlx",
"DSS","Document Security Systems, Inc.","0.72","12105801.36","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/dss",
"DOGZ","Dogness (International) Corporation","3.83","99226242.05","n/a","2017","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dogz",
"EDUC","Educational Development Corporation","9.1","74579941.8","n/a","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/educ",
"EFOI","Energy Focus, Inc.","0.7411","8948427.5131","n/a","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/efoi",
"ESE","ESCO Technologies Inc.","65.48","1696641017.44","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/ese",
"ETH","Ethan Allen Interiors Inc.","18.84","500565498.96","n/a","1993","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/eth",
"CLWT","Euro Tech Holdings Company Limited","2.82","5814583.38","n/a","1997","Consumer Durables","Diversified Electronic Products","https://www.nasdaq.com/symbol/clwt",
"FLXS","Flexsteel Industries, Inc.","23.63","186293650.51","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/flxs",
"FOMX","Foamix Pharmaceuticals Ltd.","3.78","205191131.04","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/fomx",
"FELE","Franklin Electric Co., Inc.","40.92","1912850739.36","n/a","n/a","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/fele",
"GNRC","Generac Holdlings Inc.","51.5","3196089124.5","n/a","2010","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/gnrc",
"GPK","Graphic Packaging Holding Company","10.83","3361305128.94","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/gpk",
"GPI","Group 1 Automotive, Inc.","51.42","985943534.4","n/a","1997","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/gpi",
"HBB","Hamilton Beach Brands Holding Company","20.61","282620107.26","n/a","2017","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/hbb",
"HWKN","Hawkins, Inc.","41.21","441800211.84","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/hwkn",
"HELE","Helen of Troy Limited","135.25","3570787456.5","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/hele",
"MLHR","Herman Miller, Inc.","30.41","1804416609.31","n/a","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/mlhr",
"HI","Hillenbrand Inc","38.96","2429048976.88","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/hi",
"HNI","HNI Corporation","35.04","1535441026.56","n/a","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/hni",
"HOFT","Hooker Furniture Corporation","28.23","332694699.81","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/hoft",
"HDSN","Hudson Technologies, Inc.","1.18","50267328.58","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/hdsn",
"IDSY","I.D. Systems, Inc.","5.22","94585032.36","n/a","1999","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/idsy",
"IDSA","Industrial Services of America, Inc.","1.23","9972673.95","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/idsa",
"IPHS","Innophos Holdings, Inc.","23.84","467656024.96","n/a","2006","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/iphs",
"INSG","Inseego Corp.","3.6","264211844.4","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/insg",
"TILE","Interface, Inc.","14.32","852333101.76","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/tile",
"IRDM","Iridium Communications Inc","19.22","2139932389.48","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","724.45","362225000","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","82.66","2288586672.34","n/a","2005","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/irbt",
"ITP","IT Tech Packaging, Inc.","0.67","14729826.72","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/itp",
"ITI","Iteris, Inc.","3.81","126667972.47","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/iti",
"JASN","Jason Industries, Inc.","1.4","38352969.2","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.01","0","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/jasnw",
"KAMN","Kaman Corporation","54.45","1522350017.1","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/kamn",
"KAR","KAR Auction Services, Inc","49.52","6665354562.88","n/a","2009","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/kar",
"KBAL","Kimball International, Inc.","14.59","538668387.97","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/kbal",
"KMB","Kimberly-Clark Corporation","114.18","39540638474.7","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/kmb",
