"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ADES","Advanced Emissions Solutions, Inc.","10.12","201546185.72","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ades",
"ASIX","AdvanSix Inc.","23.96","714076717.28","n/a","2016","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/asix",
"AEGN","Aegion Corp","17.08","551922949.2","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/aegn",
"AMTX","Aemetis, Inc","0.5617","11428031.9629","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/amtx",
"AEM","Agnico Eagle Mines Limited","39.43","9248474471.8","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/aem",
"APD","Air Products and Chemicals, Inc.","153.81","33768852454.35","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/apd",
"AKS","AK Steel Holding Corporation","2.57","810942850.05","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/aks",
"AGI","Alamos Gold Inc.","3.19","1245346916.77","n/a","2015","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/agi",
"AIN","Albany International Corporation","66.26","2133572000","n/a","n/a","Basic Industries","Textiles","https://www.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","80.51","8550635801.35","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/alb",
"AA","Alcoa Corporation","28.11","5242347717.39","n/a","2016","Basic Industries","Aluminum","https://www.nasdaq.com/symbol/aa",
"AXU","Alexco Resource Corp","0.83","89639088.66","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/axu",
"ALO","Alio Gold Inc.","0.6523","55254469.3789","n/a","2011","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/alo",
"ATI","Allegheny Technologies Incorporated","22.82","2868117916.72","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/ati",
"AAU","Almaden Minerals, Ltd.","0.632","70556243","n/a","2015","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/aau",
"ACH","Aluminum Corporation of China Limited","8.4","5007676203.6","n/a","2001","Basic Industries","Aluminum","https://www.nasdaq.com/symbol/ach",
"AMRK","A-Mark Precious Metals, Inc.","12.55","88244697.5","n/a","n/a","Basic Industries","Other Specialty Stores","https://www.nasdaq.com/symbol/amrk",
"AMRC","Ameresco, Inc.","14.71","676315271.15","n/a","2010","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/amrc",
"AVD","American Vanguard Corporation","15.49","469656954.9","n/a","n/a","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/avd",
"AMWD","American Woodmark Corporation","58.11","1003193200.23","n/a","1986","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/amwd",
"USAS","Americas Silver Corporation","1.38","59470626.66","n/a","2017","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/usas",
"AMRS","Amyris, Inc.","3.99","293490391.11","n/a","2010","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/amrs",
"AU","AngloGold Ashanti Limited","12.11","4984613000.43","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/au",
"AQMS","Aqua Metals, Inc.","1.75","68131764.75","n/a","2015","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/aqms",
"RKDA","Arcadia Biosciences, Inc.","3.51","16759965.69","n/a","2015","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/rkda",
"MT","ArcelorMittal","21.47","21755628785.81","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/mt",
"AGX","Argan, Inc.","39.61","616756179.59","n/a","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/agx",
"AKG","Asanko Gold Inc.","0.6287","141963360.8218","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/akg",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.2127","30578781.5963","n/a","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/apwc",
"ATIS","Attis Industries Inc.","0.171","3814737.939","n/a","n/a","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/atis",
"ATISW","Attis Industries Inc.","0.03","0","n/a","n/a","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/atisw",
"AUG","Auryn Resources Inc.","0.91","82252912.56","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/aug",
"ASM","Avino Silver","0.5326","33733695.7694","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/asm",
"AXTA","Axalta Coating Systems Ltd.","21.78","5199216054.12","n/a","2014","Basic Industries","Paints/Coatings","https://www.nasdaq.com/symbol/axta",
"BTG","B2Gold Corp","2.71","2681840823.6","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/btg",
"BCPC","Balchem Corporation","77.58","2501793245.7","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/bcpc",
"ABX","Barrick Gold Corporation","13.65","15937648162.8","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/abx",
"BDC","Belden Inc","42.61","1717413434.88","n/a","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/bdc",
