"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"EKSO","Ekso Bionics Holdings, Inc.","1.5","93963384","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ekso",
"ESLT","Elbit Systems Ltd.","122.58","5240685049.56","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/eslt",
"SOLO","Electrameccanica Vehicles Corp. Ltd.","1.206","38954213.658","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/solo",
"SOLOW","Electrameccanica Vehicles Corp. Ltd.","0.4691","0","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/solow",
"ELSE","Electro-Sensors, Inc.","3.57","12122009.97","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/else",
"ERJ","Embraer S.A.","21.86","4008726432.18","n/a","2000","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/erj",
"EME","EMCOR Group, Inc.","63","3626288757","n/a","n/a","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/eme",
"WIRE","Encore Wire Corporation","46.82","977561709.36","n/a","1992","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/wire",
"ESP","Espey Mfg. & Electronics Corp.","25.6275","61411767.6825","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/esp",
"ESL","Esterline Technologies Corporation","121.3","3579349390.7","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/esl",
"EXFO","EXFO Inc","2.75","65036741","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/exfo",
"EYPT","EyePoint Pharmaceuticals, Inc.","2.3","218168121.5","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/eypt",
"FARO","FARO Technologies, Inc.","43.13","744119862.89","n/a","1997","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/faro",
"FSS","Federal Signal Corporation","20.09","1210270217.8","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/fss",
"RACE","Ferrari N.V.","99.94","24499187862.28","n/a","2015","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/race",
"GSM","Ferroglobe PLC","1.77","304398813.87","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gsm",
"FCAU","Fiat Chrysler Automobiles N.V.","15.44","30255596055.2","n/a","2014","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/fcau",
"FLIR","FLIR Systems, Inc.","42.32","5854889306.72","n/a","1993","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/flir",
"FLS","Flowserve Corporation","40.74","5331112428.18","n/a","n/a","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/fls",
"FLDM","Fluidigm Corporation","7.9","310648603.2","n/a","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/fldm",
"F","Ford Motor Company","8.5","33812178772.5","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/f",
"FRTA","Forterra, Inc.","4.12","264515095.16","n/a","2016","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/frta",
"FTV","Fortive Corporation","67.95","22692779938.35","n/a","2016","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ftv",
"RAIL","Freightcar America, Inc.","7.16","89225399.68","n/a","2005","Capital Goods","Railroads","https://www.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","11.31","98732703.42","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/feim",
"FRD","Friedman Industries Inc.","7.75","54323191","n/a","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/frd",
"FTEK","Fuel Tech, Inc.","1.24","29971525.4","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/ftek",
"FFHL","Fuwei Films (Holdings) Co., Ltd.","2.01","6564332.37","n/a","2006","Capital Goods","Specialty Chemicals","https://www.nasdaq.com/symbol/ffhl",
"GRMN","Garmin Ltd.","63.14","11921426652.52","n/a","2000","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/grmn",
"GTX","Garrett Motion Inc.","12.12","897085591.56","n/a","2018","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/gtx",
"GENC","Gencor Industries Inc.","11.075","160517661.05","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/genc",
"GD","General Dynamics Corporation","163.45","48405677454.75","n/a","n/a","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/gd",
"GM","General Motors Company","34.66","48919249919.78","n/a","2010","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/gm",
"GNTX","Gentex Corporation","20.05","5255444867.55","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/gntx",
"THRM","Gentherm Inc","40.75","1421707475.25","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/thrm",
"GPC","Genuine Parts Company","96.5","14162269844.5","n/a","n/a","Capital Goods","Automotive Aftermarket","https://www.nasdaq.com/symbol/gpc",
"GEOS","Geospace Technologies Corporation","13.48","183335292.68","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/geos",
"GGB","Gerdau S.A.","3.81","6485136670.29","n/a","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/ggb",
"ROCK","Gibraltar Industries, Inc.","33.93","1087958969.37","n/a","1993","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/rock",
"BRSS","Global Brass and Copper Holdings, Inc.","26.9","597163456.5","n/a","2013","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/brss",
"GRC","Gorman-Rupp Company (The)","32.58","850893326.1","n/a","n/a","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/grc",
"GGG","Graco Inc.","40.51","6742362870","n/a","n/a","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/ggg",
"GRBK","Green Brick Partners, Inc.","7.87","399165487.08","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/grbk",
"GBX","Greenbrier Companies, Inc. (The)","39.62","1281715399.44","n/a","1994","Capital Goods","Railroads","https://www.nasdaq.com/symbol/gbx",
"GFF","Griffon Corporation","10.78","492374570.38","n/a","n/a","Capital Goods","Building Products","https://www.nasdaq.com/symbol/gff",
"GIFI","Gulf Island Fabrication, Inc.","7.44","112219164.24","n/a","1997","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gifi",
"HRS","Harris Corporation","145.91","17167610682.64","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hrs",
"HSC","Harsco Corporation","21.52","1728340903.28","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hsc",
"HBIO","Harvard Bioscience, Inc.","3.41","127172260.38","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/hbio",
"HAYN","Haynes International, Inc.","27.75","346999264.5","n/a","2007","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/hayn",
"HCHC","HC2 Holdings, Inc.","3.1","138802301.6","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hchc",
"HEBT","Hebron Technology Co., Ltd.","0.7272","11831236.3944","n/a","2016","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hebt",
"HEI","Heico Corporation","77.87","10348297859.64","n/a","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/hei",
"HIHO","Highway Holdings Limited","3.5136","13358264.4864","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hiho",
"HMC","Honda Motor Company, Ltd.","26.54","46717728729.06","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","134.38","99535266000","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/hon",
"HZN","Horizon Global Corporation","1.62","40681827.18","n/a","2015","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/hzn",
"HOV","Hovnanian Enterprises Inc","0.8735","129615014.6435","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/hov",
"HOVNP","Hovnanian Enterprises Inc","2.8","14000000","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/hovnp",
"HTGM","HTG Molecular Diagnostics, Inc.","2.69","76653567.5","n/a","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/htgm",
"HUBB","Hubbell Inc","102.51","5607987712.38","n/a","2015","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/hubb",
"HII","Huntington Ingalls Industries, Inc.","197.36","8477459069.12","n/a","n/a","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/hii",
"HURC","Hurco Companies, Inc.","36.6","245838466.8","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hurc",
"HY","Hyster-Yale Materials Handling, Inc.","60.83","1007388719.26","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/hy",
"IEP","Icahn Enterprises L.P.","59.57","11118744848.61","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/iep",
"IEX","IDEX Corporation","129.31","9919333505.27","n/a","1989","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/iex",
"IESC","IES Holdings, Inc.","15.79","334835413.44","n/a","n/a","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/iesc",
"IIVI","II-VI Incorporated","32.86","2089330709.42","n/a","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/iivi",
"ILMN","Illumina, Inc.","310.89","45700830000","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","5.06","26685797.38","n/a","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/isns",
"PI","Impinj, Inc.","16.29","349819067.43","n/a","2016","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pi",
"IR","Ingersoll-Rand plc (Ireland)","93.7","23017994091.9","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/ir",
"IIIN","Insteel Industries, Inc.","24.55","471911859.45","n/a","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/iiin",
"INTT","inTest Corporation","6.25","65562237.5","n/a","1997","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/intt",
"IIN","IntriCon Corporation","25.57","220948503.39","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/iin",
"ITRI","Itron, Inc.","47.87","1886859956.45","n/a","1993","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/itri",
"ITT","ITT Inc.","48.94","4287144000","n/a","2011","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/itt",
"JHX","James Hardie Industries plc.","10.69","4725267999.29","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/jhx",
"KALU","Kaiser Aluminum Corporation","91.75","1514036296.5","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/kalu",
"KNDI","Kandi Technologies Group, Inc.","4.08","210046331.52","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/kndi",
"KZIA","Kazia Therapeutics Limited","2.72","4585909.12","1685996","n/a","Capital Goods","Miscellaneous","https://www.nasdaq.com/symbol/kzia",
"KBH","KB Home","19.35","1710306406.8","n/a","1986","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/kbh",
"KIQ","Kelso Technologies Inc","0.47","22169940.42","n/a","n/a","Capital Goods","Railroads","https://www.nasdaq.com/symbol/kiq",
"KEM","Kemet Corporation","17.2","988030384.4","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/kem",
"KMT","Kennametal Inc.","34.23","2810378330.55","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/kmt",
"KEQU","Kewaunee Scientific Corporation","23.44","64253235.76","n/a","n/a","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/kequ",
"KEYS","Keysight Technologies Inc.","59.9","11177340000","n/a","2014","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/keys",
"KLAC","KLA-Tencor Corporation","88.94","13614518071.4","n/a","1980","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/klac",
"KRNT","Kornit Digital Ltd.","17.52","613232464.56","n/a","2015","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/krnt",
"KTOS","Kratos Defense & Security Solutions, Inc.","13.89","1441122419.46","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/ktos",
"SCX","L.S. Starrett Company (The)","6.08","42796779.52","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/scx",
"LCII","LCI Industries ","61.73","1556683682.6","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/lcii",
"LEA","Lear Corporation","120.9","7758620641.2","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/lea",
"LII","Lennox International, Inc.","210.19","8467143674.15","n/a","1999","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lii",
"LPL","LG Display Co., Ltd.","7.89","5646331746","n/a","2004","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lpl",
"LGIH","LGI Homes, Inc.","40.88","928674884.48","n/a","2013","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/lgih",
"LGL","LGL Group, Inc. (The)","6.18","29816411.16","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lgl",
"LBY","Libbey, Inc.","5","110736325","n/a","1993","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lby",
"LCUT","Lifetime Brands, Inc.","10.66","221324508.34","n/a","1991","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lcut",
"LNN","Lindsay Corporation","95.42","1026463283.56","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lnn",
"LMT","Lockheed Martin Corporation","279.23","79420184860.24","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/lmt",
"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima","9.88","1177696000","n/a","2017","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/loma",
"LDL","Lydall, Inc.","19.46","338748529.42","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/ldl",
"WLH","Lyon William Homes","11.34","428143185.54","n/a","2013","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/wlh",
"MDC","M.D.C. Holdings, Inc.","26.79","1516704410.67","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/mdc",
"MHO","M/I Homes, Inc.","22.33","623541490.88","n/a","1993","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/mho",
"MGA","Magna International, Inc.","44.3","14818909243.2","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/mga",
"MBUU","Malibu Boats, Inc.","36.58","761777256.28","n/a","2014","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/mbuu",
"MTW","Manitowoc Company, Inc. (The)","15","533789235","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/mtw",
"MPX","Marine Products Corporation","16.96","585100529.92","n/a","n/a","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/mpx",
"MCFT","MasterCraft Boat Holdings, Inc.","20.66","386784537.2","n/a","2015","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/mcft",
"MTRN","Materion Corporation","45.24","915851453.4","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/mtrn",
"MATW","Matthews International Corporation","39.98","1282294292.12","n/a","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/matw",
"MDR","McDermott International, Inc.","7.11","1283953050.54","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mdr",
"MRCY","Mercury Systems Inc","48.1","2328097960.5","n/a","1998","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/mrcy",
"MTH","Meritage Corporation","36.4","1454768442.4","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","16.34","1386886993.7","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/mtor",
"MLAB","Mesa Laboratories, Inc.","206.5","795610427.5","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mlab",
"MEI","Methode Electronics, Inc.","22.46","830726941.92","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/mei",
"MTD","Mettler-Toledo International, Inc.","572.34","14334271325.52","n/a","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/mtd",
"MVIS","Microvision, Inc.","0.5139","47846450.3427","n/a","1996","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mvis",
"MICT","MICT, Inc.","0.3516","3284687.634","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/mict",
"MLR","Miller Industries, Inc.","27.16","309475869.36","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/mlr",
"MSON","MISONIX, Inc.","15.94","151960849.82","n/a","1992","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/mson",
"MKSI","MKS Instruments, Inc.","65.18","3518814910.52","n/a","1999","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mksi",
"MINI","Mobile Mini, Inc.","32.03","1431499045.38","n/a","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mini",
"MOD","Modine Manufacturing Company","10.89","552054349.44","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/mod",
"MPAA","Motorcar Parts of America, Inc.","17.18","324978735.44","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/mpaa",
"MRC","MRC Global Inc.","14.1","1273588379.7","n/a","2012","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mrc",
"MSM","MSC Industrial Direct Company, Inc.","79.35","4425799017.75","n/a","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/msm",
"MTSC","MTS Systems Corporation","43.96","785565375.84","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mtsc",
"MLI","Mueller Industries, Inc.","23.38","1348323524.52","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mli",
"MWA","Mueller Water Products Inc","9.42","1483285785.12","n/a","2006","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mwa",
"NANO","Nanometrics Incorporated","28.14","681425914.68","n/a","1984","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nano",
"NPK","National Presto Industries, Inc.","119.05","830921499.05","n/a","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/npk",
"SID","National Steel Company","2.26","3119058876.22","n/a","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/sid",
"NAV","Navistar International Corporation","23.84","2357062349.6","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/nav",
"NAV^D","Navistar International Corporation","23.63","0","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/nav^d",
"NCS","NCI Building Systems, Inc.","9.68","1209156949.44","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/ncs",
"NEON","Neonode Inc.","1.73","10136786.22","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/neon",
"NWHM","New Home Company Inc. (The)","5.87","119973460.83","n/a","2014","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/nwhm",
"NFEC","NF Energy Saving Corporation","10.79","81715788.31","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/nfec",
